Category: All categories

Day,bitcoin: (Worldwide)
2016-06-01,35
2016-06-02,33
2016-06-03,35
2016-06-04,37
2016-06-05,35
2016-06-06,36
2016-06-07,36
2016-06-08,33
2016-06-09,34
2016-06-10,31
2016-06-11,33
2016-06-12,47
2016-06-13,56
2016-06-14,49
2016-06-15,43
2016-06-16,57
2016-06-17,57
2016-06-18,47
2016-06-19,40
2016-06-20,44
2016-06-21,52
2016-06-22,44
2016-06-23,48
2016-06-24,64
2016-06-25,48
2016-06-26,39
2016-06-27,41
2016-06-28,41
2016-06-29,36
2016-06-30,37
2016-07-01,39
2016-07-02,34
2016-07-03,36
2016-07-04,36
2016-07-05,34
2016-07-06,36
2016-07-07,37
2016-07-08,36
2016-07-09,49
2016-07-10,38
2016-07-11,35
2016-07-12,34
2016-07-13,31
2016-07-14,31
2016-07-15,31
2016-07-16,29
2016-07-17,29
2016-07-18,30
2016-07-19,29
2016-07-20,29
2016-07-21,31
2016-07-22,26
2016-07-23,26
2016-07-24,28
2016-07-25,26
2016-07-26,30
2016-07-27,31
2016-07-28,29
2016-07-29,25
2016-07-30,28
2016-07-31,29
2016-08-01,31
2016-08-02,39
2016-08-03,67
2016-08-04,43
2016-08-05,32
2016-08-06,31
2016-08-07,33
2016-08-08,33
2016-08-09,32
2016-08-10,28
2016-08-11,25
2016-08-12,26
2016-08-13,27
2016-08-14,26
2016-08-15,27
2016-08-16,27
2016-08-17,27
2016-08-18,26
2016-08-19,27
2016-08-20,24
2016-08-21,26
2016-08-22,26
2016-08-23,28
2016-08-24,29
2016-08-25,29
2016-08-26,29
2016-08-27,25
2016-08-28,25
2016-08-29,27
2016-08-30,27
2016-08-31,28
2016-09-01,29
2016-09-02,26
2016-09-03,27
2016-09-04,31
2016-09-05,30
2016-09-06,29
2016-09-07,30
2016-09-08,31
2016-09-09,30
2016-09-10,29
2016-09-11,27
2016-09-12,32
2016-09-13,31
2016-09-14,29
2016-09-15,31
2016-09-16,29
2016-09-17,27
2016-09-18,25
2016-09-19,28
2016-09-20,28
2016-09-21,31
2016-09-22,31
2016-09-23,28
2016-09-24,30
2016-09-25,26
2016-09-26,28
2016-09-27,28
2016-09-28,27
2016-09-29,27
2016-09-30,28
2016-10-01,27
2016-10-02,26
2016-10-03,28
2016-10-04,28
2016-10-05,28
2016-10-06,29
2016-10-07,30
2016-10-08,27
2016-10-09,27
2016-10-10,28
2016-10-11,34
2016-10-12,32
2016-10-13,30
2016-10-14,31
2016-10-15,28
2016-10-16,31
2016-10-17,30
2016-10-18,29
2016-10-19,30
2016-10-20,28
2016-10-21,28
2016-10-22,29
2016-10-23,31
2016-10-24,31
2016-10-25,30
2016-10-26,32
2016-10-27,34
2016-10-28,36
2016-10-29,42
2016-10-30,36
2016-10-31,36
2016-11-01,39
2016-11-02,37
2016-11-03,38
2016-11-04,36
2016-11-05,36
2016-11-06,34
2016-11-07,33
2016-11-08,34
2016-11-09,49
2016-11-10,35
2016-11-11,34
2016-11-12,34
2016-11-13,34
2016-11-14,35
2016-11-15,36
2016-11-16,37
2016-11-17,39
2016-11-18,40
2016-11-19,37
2016-11-20,35
2016-11-21,35
2016-11-22,37
2016-11-23,39
2016-11-24,39
2016-11-25,35
2016-11-26,33
2016-11-27,35
2016-11-28,37
2016-11-29,38
2016-11-30,35
2016-12-01,39
2016-12-02,41
2016-12-03,36
2016-12-04,34
2016-12-05,40
2016-12-06,36
2016-12-07,38
2016-12-08,40
2016-12-09,38
2016-12-10,35
2016-12-11,35
2016-12-12,37
2016-12-13,39
2016-12-14,38
2016-12-15,36
2016-12-16,36
2016-12-17,36
2016-12-18,34
2016-12-19,38
2016-12-20,40
2016-12-21,48
2016-12-22,57
2016-12-23,64
2016-12-24,52
2016-12-25,52
2016-12-26,51
2016-12-27,54
2016-12-28,65
2016-12-29,63
2016-12-30,57
2016-12-31,45
2017-01-01,49
2017-01-02,81
2017-01-03,75
2017-01-04,84
2017-01-05,100
2017-01-06,91
2017-01-07,75
2017-01-08,72
2017-01-09,67
2017-01-10,63
2017-01-11,70
2017-01-12,73
2017-01-13,58
2017-01-14,56
2017-01-15,53
2017-01-16,50
2017-01-17,54
2017-01-18,53
2017-01-19,51
2017-01-20,48
2017-01-21,47
2017-01-22,45
2017-01-23,48
2017-01-24,50
2017-01-25,45
2017-01-26,44
2017-01-27,45
2017-01-28,43
2017-01-29,43
2017-01-30,46
2017-01-31,48
