Category: All categories

Day,bitcoin: (Worldwide)
2018-10-01,28
2018-10-02,31
2018-10-03,30
2018-10-04,30
2018-10-05,28
2018-10-06,26
2018-10-07,25
2018-10-08,29
2018-10-09,29
2018-10-10,31
2018-10-11,39
2018-10-12,32
2018-10-13,28
2018-10-14,28
2018-10-15,35
2018-10-16,32
2018-10-17,30
2018-10-18,30
2018-10-19,29
2018-10-20,27
2018-10-21,27
2018-10-22,28
2018-10-23,28
2018-10-24,29
2018-10-25,28
2018-10-26,28
2018-10-27,25
2018-10-28,24
2018-10-29,28
2018-10-30,29
2018-10-31,30
2018-11-01,30
2018-11-02,29
2018-11-03,26
2018-11-04,29
2018-11-05,30
2018-11-06,31
2018-11-07,30
2018-11-08,29
2018-11-09,29
2018-11-10,26
2018-11-11,24
2018-11-12,28
2018-11-13,29
2018-11-14,48
2018-11-15,58
2018-11-16,38
2018-11-17,32
2018-11-18,32
2018-11-19,59
2018-11-20,88
2018-11-21,68
2018-11-22,43
2018-11-23,49
2018-11-24,41
2018-11-25,70
2018-11-26,71
2018-11-27,67
2018-11-28,58
2018-11-29,48
2018-11-30,42
2018-12-01,36
2018-12-02,32
2018-12-03,41
2018-12-04,40
2018-12-05,39
2018-12-06,42
2018-12-07,63
2018-12-08,41
2018-12-09,37
2018-12-10,39
2018-12-11,40
2018-12-12,37
2018-12-13,38
2018-12-14,41
2018-12-15,37
2018-12-16,34
2018-12-17,45
2018-12-18,44
2018-12-19,48
2018-12-20,50
2018-12-21,40
2018-12-22,35
2018-12-23,35
2018-12-24,40
2018-12-25,37
2018-12-26,36
2018-12-27,35
2018-12-28,35
2018-12-29,33
2018-12-30,31
2018-12-31,32
2019-01-01,32
2019-01-02,34
2019-01-03,34
2019-01-04,33
2019-01-05,30
2019-01-06,31
2019-01-07,32
2019-01-08,32
2019-01-09,32
2019-01-10,36
2019-01-11,33
2019-01-12,29
2019-01-13,30
2019-01-14,31
2019-01-15,31
2019-01-16,30
2019-01-17,29
2019-01-18,28
2019-01-19,27
2019-01-20,26
2019-01-21,27
2019-01-22,28
2019-01-23,28
2019-01-24,28
2019-01-25,27
2019-01-26,25
2019-01-27,25
2019-01-28,30
2019-01-29,29
2019-01-30,28
2019-01-31,26
2019-02-01,26
2019-02-02,25
2019-02-03,24
2019-02-04,27
2019-02-05,33
2019-02-06,31
2019-02-07,30
2019-02-08,31
2019-02-09,28
2019-02-10,27
2019-02-11,28
2019-02-12,27
2019-02-13,27
2019-02-14,27
2019-02-15,26
2019-02-16,23
2019-02-17,24
2019-02-18,31
2019-02-19,33
2019-02-20,31
2019-02-21,30
2019-02-22,29
2019-02-23,30
2019-02-24,34
2019-02-25,31
2019-02-26,28
2019-02-27,27
2019-02-28,27
2019-03-01,26
2019-03-02,23
2019-03-03,25
2019-03-04,27
2019-03-05,27
2019-03-06,27
2019-03-07,27
2019-03-08,26
2019-03-09,26
2019-03-10,25
2019-03-11,26
2019-03-12,26
2019-03-13,25
2019-03-14,25
2019-03-15,25
2019-03-16,26
2019-03-17,24
2019-03-18,26
2019-03-19,27
2019-03-20,28
2019-03-21,28
2019-03-22,27
2019-03-23,25
2019-03-24,23
2019-03-25,25
2019-03-26,24
2019-03-27,28
2019-03-28,26
2019-03-29,27
2019-03-30,25
2019-03-31,24
2019-04-01,27
2019-04-02,70
2019-04-03,74
2019-04-04,53
2019-04-05,38
2019-04-06,34
2019-04-07,34
2019-04-08,41
2019-04-09,37
2019-04-10,37
2019-04-11,36
2019-04-12,34
2019-04-13,30
2019-04-14,28
2019-04-15,32
2019-04-16,32
2019-04-17,33
2019-04-18,33
2019-04-19,31
2019-04-20,30
2019-04-21,29
2019-04-22,31
2019-04-23,43
2019-04-24,36
2019-04-25,34
2019-04-26,35
2019-04-27,29
2019-04-28,28
2019-04-29,29
2019-04-30,30
2019-05-01,29
2019-05-02,31
2019-05-03,38
2019-05-04,33
2019-05-05,33
2019-05-06,33
2019-05-07,40
2019-05-08,40
2019-05-09,46
2019-05-10,51
2019-05-11,69
2019-05-12,75
2019-05-13,88
2019-05-14,100
2019-05-15,82
2019-05-16,74
2019-05-17,77
2019-05-18,50
2019-05-19,60
2019-05-20,62
2019-05-21,60
2019-05-22,56
2019-05-23,50
2019-05-24,47
2019-05-25,40
2019-05-26,44
2019-05-27,73
2019-05-28,63
2019-05-29,60
2019-05-30,63
2019-05-31,59
