Category: All categories

Day,bitcoin: (Worldwide)
2018-03-01,79
2018-03-02,82
2018-03-03,74
2018-03-04,64
2018-03-05,78
2018-03-06,77
2018-03-07,87
2018-03-08,87
2018-03-09,100
2018-03-10,69
2018-03-11,69
2018-03-12,80
2018-03-13,75
2018-03-14,87
2018-03-15,100
2018-03-16,83
2018-03-17,68
2018-03-18,89
2018-03-19,87
2018-03-20,78
2018-03-21,77
2018-03-22,73
2018-03-23,69
2018-03-24,54
2018-03-25,54
2018-03-26,82
2018-03-27,73
2018-03-28,67
2018-03-29,81
2018-03-30,94
2018-03-31,62
2018-04-01,72
2018-04-02,77
2018-04-03,71
2018-04-04,68
2018-04-05,73
2018-04-06,77
2018-04-07,55
2018-04-08,48
2018-04-09,68
2018-04-10,64
2018-04-11,60
2018-04-12,73
2018-04-13,77
2018-04-14,51
2018-04-15,48
2018-04-16,59
2018-04-17,58
2018-04-18,58
2018-04-19,59
2018-04-20,61
2018-04-21,52
2018-04-22,49
2018-04-23,62
2018-04-24,73
2018-04-25,67
2018-04-26,56
2018-04-27,50
2018-04-28,41
2018-04-29,42
2018-04-30,48
2018-05-01,45
2018-05-02,45
2018-05-03,54
2018-05-04,50
2018-05-05,46
2018-05-06,43
2018-05-07,51
2018-05-08,49
2018-05-09,47
2018-05-10,45
2018-05-11,59
2018-05-12,41
2018-05-13,39
2018-05-14,47
2018-05-15,45
2018-05-16,45
2018-05-17,42
2018-05-18,41
2018-05-19,34
2018-05-20,36
2018-05-21,39
2018-05-22,43
2018-05-23,54
2018-05-24,52
2018-05-25,40
2018-05-26,34
2018-05-27,37
2018-05-28,39
2018-05-29,42
2018-05-30,38
2018-05-31,37
2018-06-01,34
2018-06-02,34
2018-06-03,34
2018-06-04,34
2018-06-05,36
2018-06-06,34
2018-06-07,34
2018-06-08,33
2018-06-09,32
2018-06-10,43
2018-06-11,65
2018-06-12,49
2018-06-13,59
2018-06-14,50
2018-06-15,39
2018-06-16,34
2018-06-17,33
2018-06-18,39
2018-06-19,37
2018-06-20,36
2018-06-21,34
2018-06-22,43
2018-06-23,38
2018-06-24,43
2018-06-25,40
2018-06-26,36
2018-06-27,34
2018-06-28,35
2018-06-29,46
2018-06-30,39
2018-07-01,34
2018-07-02,38
2018-07-03,36
2018-07-04,35
2018-07-05,36
2018-07-06,33
2018-07-07,28
2018-07-08,32
2018-07-09,32
2018-07-10,35
2018-07-11,32
2018-07-12,35
2018-07-13,33
2018-07-14,30
2018-07-15,29
2018-07-16,35
2018-07-17,48
2018-07-18,57
2018-07-19,42
2018-07-20,39
2018-07-21,35
2018-07-22,34
2018-07-23,40
2018-07-24,62
2018-07-25,56
2018-07-26,44
2018-07-27,44
2018-07-28,36
2018-07-29,34
2018-07-30,40
2018-07-31,41
2018-08-01,39
2018-08-02,36
2018-08-03,37
2018-08-04,36
2018-08-05,35
2018-08-06,38
2018-08-07,38
2018-08-08,53
2018-08-09,43
2018-08-10,39
2018-08-11,40
2018-08-12,35
2018-08-13,39
2018-08-14,54
2018-08-15,43
2018-08-16,39
2018-08-17,36
2018-08-18,33
2018-08-19,32
2018-08-20,34
2018-08-21,37
2018-08-22,40
2018-08-23,36
2018-08-24,34
2018-08-25,32
2018-08-26,31
2018-08-27,34
2018-08-28,42
2018-08-29,37
2018-08-30,35
2018-08-31,35
2018-09-01,33
2018-09-02,34
2018-09-03,34
2018-09-04,37
2018-09-05,49
2018-09-06,57
2018-09-07,40
2018-09-08,34
2018-09-09,33
2018-09-10,34
2018-09-11,37
2018-09-12,39
2018-09-13,37
2018-09-14,35
2018-09-15,31
2018-09-16,30
2018-09-17,32
2018-09-18,32
2018-09-19,33
2018-09-20,33
2018-09-21,35
2018-09-22,31
2018-09-23,31
2018-09-24,31
2018-09-25,32
2018-09-26,32
2018-09-27,32
2018-09-28,31
2018-09-29,28
2018-09-30,28
2018-10-01,28
2018-10-02,30
2018-10-03,30
2018-10-04,30
2018-10-05,28
2018-10-06,26
2018-10-07,25
2018-10-08,29
2018-10-09,29
2018-10-10,31
2018-10-11,39
2018-10-12,32
2018-10-13,28
2018-10-14,28
2018-10-15,35
2018-10-16,32
2018-10-17,30
2018-10-18,30
2018-10-19,29
2018-10-20,27
2018-10-21,26
2018-10-22,28
2018-10-23,28
2018-10-24,29
2018-10-25,28
2018-10-26,28
2018-10-27,25
2018-10-28,24
2018-10-29,28
2018-10-30,29
2018-10-31,30
