Category: All categories

Day,bitcoin: (Worldwide)
2011-10-01,35
2011-10-02,37
2011-10-03,30
2011-10-04,39
2011-10-05,39
2011-10-06,43
2011-10-07,34
2011-10-08,43
2011-10-09,47
2011-10-10,30
2011-10-11,33
2011-10-12,28
2011-10-13,31
2011-10-14,23
2011-10-15,27
2011-10-16,30
2011-10-17,32
2011-10-18,50
2011-10-19,43
2011-10-20,34
2011-10-21,28
2011-10-22,26
2011-10-23,32
2011-10-24,30
2011-10-25,35
2011-10-26,29
2011-10-27,24
2011-10-28,25
2011-10-29,25
2011-10-30,26
2011-10-31,21
2011-11-01,54
2011-11-02,30
2011-11-03,26
2011-11-04,24
2011-11-05,21
2011-11-06,25
2011-11-07,17
2011-11-08,23
2011-11-09,25
2011-11-10,18
2011-11-11,20
2011-11-12,23
2011-11-13,20
2011-11-14,28
2011-11-15,26
2011-11-16,21
2011-11-17,28
2011-11-18,22
2011-11-19,23
2011-11-20,19
2011-11-21,19
2011-11-22,18
2011-11-23,21
2011-11-24,19
2011-11-25,17
2011-11-26,28
2011-11-27,23
2011-11-28,24
2011-11-29,30
2011-11-30,25
2011-12-01,22
2011-12-02,24
2011-12-03,27
2011-12-04,27
2011-12-05,17
2011-12-06,21
2011-12-07,21
2011-12-08,15
2011-12-09,18
2011-12-10,17
2011-12-11,18
2011-12-12,26
2011-12-13,17
2011-12-14,17
2011-12-15,19
2011-12-16,16
2011-12-17,19
2011-12-18,20
2011-12-19,18
2011-12-20,24
2011-12-21,21
2011-12-22,30
2011-12-23,29
2011-12-24,18
2011-12-25,26
2011-12-26,22
2011-12-27,23
2011-12-28,21
2011-12-29,25
2011-12-30,25
2011-12-31,24
2012-01-01,22
2012-01-02,25
2012-01-03,24
2012-01-04,31
2012-01-05,34
2012-01-06,27
2012-01-07,26
2012-01-08,29
2012-01-09,30
2012-01-10,29
2012-01-11,31
2012-01-12,31
2012-01-13,22
2012-01-14,25
2012-01-15,29
2012-01-16,100
2012-01-17,58
2012-01-18,40
2012-01-19,39
2012-01-20,39
2012-01-21,42
2012-01-22,35
2012-01-23,29
2012-01-24,30
2012-01-25,30
2012-01-26,30
2012-01-27,25
2012-01-28,29
2012-01-29,32
2012-01-30,32
2012-01-31,27
2012-02-01,25
2012-02-02,31
2012-02-03,33
2012-02-04,42
2012-02-05,29
2012-02-06,26
2012-02-07,23
2012-02-08,26
2012-02-09,28
2012-02-10,21
2012-02-11,23
2012-02-12,24
2012-02-13,22
2012-02-14,30
2012-02-15,32
2012-02-16,28
2012-02-17,25
2012-02-18,26
2012-02-19,25
2012-02-20,23
2012-02-21,21
2012-02-22,25
2012-02-23,25
2012-02-24,24
2012-02-25,22
2012-02-26,26
2012-02-27,27
2012-02-28,20
2012-02-29,25
2012-03-01,24
2012-03-02,42
2012-03-03,36
2012-03-04,31
2012-03-05,27
2012-03-06,26
2012-03-07,24
2012-03-08,16
2012-03-09,19
2012-03-10,18
2012-03-11,22
2012-03-12,20
2012-03-13,24
2012-03-14,18
2012-03-15,21
2012-03-16,25
2012-03-17,21
2012-03-18,28
2012-03-19,19
2012-03-20,20
2012-03-21,24
2012-03-22,24
2012-03-23,20
2012-03-24,19
2012-03-25,24
2012-03-26,18
2012-03-27,21
2012-03-28,19
2012-03-29,32
2012-03-30,16
2012-03-31,21
2012-04-01,23
2012-04-02,37
2012-04-03,35
2012-04-04,28
2012-04-05,30
2012-04-06,28
2012-04-07,36
2012-04-08,34
2012-04-09,18
2012-04-10,24
2012-04-11,32
2012-04-12,31
2012-04-13,26
2012-04-14,25
2012-04-15,20
2012-04-16,20
2012-04-17,26
2012-04-18,32
2012-04-19,21
2012-04-20,21
2012-04-21,20
2012-04-22,21
2012-04-23,23
2012-04-24,19
2012-04-25,27
2012-04-26,34
2012-04-27,34
2012-04-28,23
2012-04-29,26
2012-04-30,25
2012-05-01,28
2012-05-02,24
2012-05-03,19
2012-05-04,18
2012-05-05,24
2012-05-06,46
2012-05-07,29
2012-05-08,27
2012-05-09,21
2012-05-10,30
2012-05-11,27
2012-05-12,29
2012-05-13,34
2012-05-14,32
2012-05-15,22
2012-05-16,30
2012-05-17,30
2012-05-18,26
2012-05-19,23
2012-05-20,18
2012-05-21,30
2012-05-22,23
2012-05-23,28
2012-05-24,21
2012-05-25,23
2012-05-26,22
2012-05-27,29
2012-05-28,24
2012-05-29,29
2012-05-30,19
2012-05-31,26
