Category: All categories

Day,bitcoin: (Worldwide)
2010-08-01,0
2010-08-02,6
2010-08-03,4
2010-08-04,2
2010-08-05,0
2010-08-06,4
2010-08-07,5
2010-08-08,0
2010-08-09,6
2010-08-10,4
2010-08-11,0
2010-08-12,0
2010-08-13,4
2010-08-14,0
2010-08-15,3
2010-08-16,2
2010-08-17,4
2010-08-18,0
2010-08-19,4
2010-08-20,4
2010-08-21,5
2010-08-22,3
2010-08-23,4
2010-08-24,2
2010-08-25,2
2010-08-26,0
2010-08-27,6
2010-08-28,5
2010-08-29,0
2010-08-30,2
2010-08-31,0
2010-09-01,6
2010-09-02,4
2010-09-03,2
2010-09-04,8
2010-09-05,3
2010-09-06,4
2010-09-07,0
2010-09-08,0
2010-09-09,2
2010-09-10,2
2010-09-11,0
2010-09-12,2
2010-09-13,7
2010-09-14,0
2010-09-15,4
2010-09-16,2
2010-09-17,4
2010-09-18,5
2010-09-19,2
2010-09-20,6
2010-09-21,7
2010-09-22,4
2010-09-23,2
2010-09-24,4
2010-09-25,5
2010-09-26,0
2010-09-27,2
2010-09-28,4
2010-09-29,0
2010-09-30,4
2010-10-01,6
2010-10-02,5
2010-10-03,0
2010-10-04,6
2010-10-05,2
2010-10-06,2
2010-10-07,2
2010-10-08,4
2010-10-09,0
2010-10-10,7
2010-10-11,0
2010-10-12,2
2010-10-13,4
2010-10-14,2
2010-10-15,6
2010-10-16,0
2010-10-17,5
2010-10-18,0
2010-10-19,4
2010-10-20,4
2010-10-21,4
2010-10-22,6
2010-10-23,7
2010-10-24,0
2010-10-25,4
2010-10-26,0
2010-10-27,2
2010-10-28,2
2010-10-29,2
2010-10-30,2
2010-10-31,0
2010-11-01,2
2010-11-02,0
2010-11-03,2
2010-11-04,2
2010-11-05,0
2010-11-06,0
2010-11-07,2
2010-11-08,2
2010-11-09,3
2010-11-10,3
2010-11-11,13
2010-11-12,2
2010-11-13,2
2010-11-14,2
2010-11-15,11
2010-11-16,2
2010-11-17,5
2010-11-18,5
2010-11-19,2
2010-11-20,7
2010-11-21,2
2010-11-22,3
2010-11-23,2
2010-11-24,3
2010-11-25,4
2010-11-26,11
2010-11-27,7
2010-11-28,2
2010-11-29,2
2010-11-30,2
2010-12-01,10
2010-12-02,5
2010-12-03,4
2010-12-04,9
2010-12-05,8
2010-12-06,5
2010-12-07,10
2010-12-08,7
2010-12-09,5
2010-12-10,7
2010-12-11,7
2010-12-12,34
2010-12-13,15
2010-12-14,9
2010-12-15,9
2010-12-16,9
2010-12-17,9
2010-12-18,9
2010-12-19,14
2010-12-20,11
2010-12-21,11
2010-12-22,2
2010-12-23,14
2010-12-24,14
2010-12-25,8
2010-12-26,14
2010-12-27,6
2010-12-28,2
2010-12-29,8
2010-12-30,16
2010-12-31,14
2011-01-01,8
2011-01-02,9
2011-01-03,4
2011-01-04,3
2011-01-05,14
2011-01-06,11
2011-01-07,11
2011-01-08,8
2011-01-09,4
2011-01-10,8
2011-01-11,11
2011-01-12,3
2011-01-13,12
2011-01-14,3
2011-01-15,4
2011-01-16,6
2011-01-17,12
2011-01-18,11
2011-01-19,11
2011-01-20,7
2011-01-21,10
2011-01-22,2
2011-01-23,8
2011-01-24,3
2011-01-25,6
2011-01-26,7
2011-01-27,2
2011-01-28,2
2011-01-29,4
2011-01-30,9
2011-01-31,11
2011-02-01,8
2011-02-02,5
2011-02-03,5
2011-02-04,8
2011-02-05,8
2011-02-06,4
2011-02-07,11
2011-02-08,8
2011-02-09,14
2011-02-10,71
2011-02-11,56
2011-02-12,37
2011-02-13,41
2011-02-14,35
2011-02-15,20
2011-02-16,23
2011-02-17,46
2011-02-18,47
2011-02-19,45
2011-02-20,27
2011-02-21,25
2011-02-22,42
2011-02-23,20
2011-02-24,35
2011-02-25,28
2011-02-26,23
2011-02-27,35
2011-02-28,29
2011-03-01,25
2011-03-02,25
2011-03-03,21
2011-03-04,32
2011-03-05,18
2011-03-06,22
2011-03-07,34
2011-03-08,29
2011-03-09,17
2011-03-10,14
2011-03-11,21
2011-03-12,14
2011-03-13,22
2011-03-14,8
2011-03-15,17
2011-03-16,19
2011-03-17,21
2011-03-18,20
2011-03-19,2
2011-03-20,18
2011-03-21,44
2011-03-22,23
2011-03-23,100
2011-03-24,56
2011-03-25,32
2011-03-26,35
2011-03-27,31
2011-03-28,32
2011-03-29,35
2011-03-30,19
2011-03-31,27
