Category: All categories

Day,cryptocurrency: (Worldwide)
2019-02-01,33
2019-02-02,28
2019-02-03,31
2019-02-04,36
2019-02-05,59
2019-02-06,49
2019-02-07,43
2019-02-08,39
2019-02-09,34
2019-02-10,31
2019-02-11,34
2019-02-12,32
2019-02-13,30
2019-02-14,39
2019-02-15,38
2019-02-16,29
2019-02-17,31
2019-02-18,42
2019-02-19,40
2019-02-20,38
2019-02-21,34
2019-02-22,33
2019-02-23,35
2019-02-24,40
2019-02-25,36
2019-02-26,34
2019-02-27,31
2019-02-28,30
2019-03-01,31
2019-03-02,31
2019-03-03,28
2019-03-04,32
2019-03-05,32
2019-03-06,33
2019-03-07,34
2019-03-08,31
2019-03-09,31
2019-03-10,28
2019-03-11,31
2019-03-12,35
2019-03-13,29
2019-03-14,29
2019-03-15,27
2019-03-16,29
2019-03-17,31
2019-03-18,31
2019-03-19,31
2019-03-20,28
2019-03-21,35
2019-03-22,28
2019-03-23,26
2019-03-24,29
2019-03-25,31
2019-03-26,32
2019-03-27,30
2019-03-28,29
2019-03-29,33
2019-03-30,27
2019-03-31,28
2019-04-01,33
2019-04-02,55
2019-04-03,63
2019-04-04,42
2019-04-05,37
2019-04-06,35
2019-04-07,36
2019-04-08,37
2019-04-09,35
2019-04-10,37
2019-04-11,35
2019-04-12,31
2019-04-13,30
2019-04-14,30
2019-04-15,30
2019-04-16,34
2019-04-17,36
2019-04-18,31
2019-04-19,29
2019-04-20,26
2019-04-21,27
2019-04-22,32
2019-04-23,35
2019-04-24,31
2019-04-25,30
2019-04-26,36
2019-04-27,26
2019-04-28,27
2019-04-29,25
2019-04-30,34
2019-05-01,32
2019-05-02,30
2019-05-03,35
2019-05-04,26
2019-05-05,31
2019-05-06,29
2019-05-07,33
2019-05-08,33
2019-05-09,32
2019-05-10,34
2019-05-11,41
2019-05-12,47
2019-05-13,43
2019-05-14,57
2019-05-15,56
2019-05-16,52
2019-05-17,45
2019-05-18,35
2019-05-19,39
2019-05-20,37
2019-05-21,43
2019-05-22,42
2019-05-23,32
2019-05-24,38
2019-05-25,32
2019-05-26,37
2019-05-27,48
2019-05-28,45
2019-05-29,44
2019-05-30,45
2019-05-31,42
2019-06-01,36
2019-06-02,35
2019-06-03,36
2019-06-04,42
2019-06-05,37
2019-06-06,41
2019-06-07,48
2019-06-08,45
2019-06-09,34
2019-06-10,37
2019-06-11,42
2019-06-12,36
2019-06-13,33
2019-06-14,48
2019-06-15,40
2019-06-16,44
2019-06-17,52
2019-06-18,100
2019-06-19,75
2019-06-20,61
2019-06-21,52
2019-06-22,67
2019-06-23,53
2019-06-24,54
2019-06-25,50
2019-06-26,71
2019-06-27,62
2019-06-28,46
2019-06-29,43
2019-06-30,39
2019-07-01,43
2019-07-02,47
2019-07-03,44
2019-07-04,46
2019-07-05,40
2019-07-06,36
2019-07-07,33
2019-07-08,36
2019-07-09,43
2019-07-10,39
2019-07-11,43
2019-07-12,42
2019-07-13,37
2019-07-14,39
2019-07-15,47
2019-07-16,50
2019-07-17,46
2019-07-18,39
2019-07-19,35
2019-07-20,33
2019-07-21,35
2019-07-22,40
2019-07-23,41
2019-07-24,40
2019-07-25,36
2019-07-26,35
2019-07-27,36
2019-07-28,36
2019-07-29,35
2019-07-30,36
2019-07-31,31
2019-08-01,33
2019-08-02,36
2019-08-03,33
2019-08-04,26
2019-08-05,37
2019-08-06,41
2019-08-07,33
2019-08-08,32
2019-08-09,33
2019-08-10,29
2019-08-11,29
2019-08-12,30
2019-08-13,32
2019-08-14,31
2019-08-15,31
2019-08-16,29
2019-08-17,25
2019-08-18,25
2019-08-19,30
2019-08-20,32
2019-08-21,32
2019-08-22,29
2019-08-23,26
2019-08-24,24
2019-08-25,25
2019-08-26,28
2019-08-27,29
2019-08-28,33
2019-08-29,31
2019-08-30,31
2019-08-31,23
2019-09-01,21
2019-09-02,29
2019-09-03,30
2019-09-04,29
2019-09-05,27
2019-09-06,32
2019-09-07,44
2019-09-08,28
2019-09-09,27
2019-09-10,27
2019-09-11,25
2019-09-12,28
2019-09-13,27
2019-09-14,23
2019-09-15,24
2019-09-16,28
2019-09-17,30
2019-09-18,34
2019-09-19,32
2019-09-20,27
2019-09-21,23
2019-09-22,25
2019-09-23,29
2019-09-24,37
2019-09-25,36
2019-09-26,33
2019-09-27,30
2019-09-28,29
2019-09-29,25
2019-09-30,30
