Category: All categories

Day,cryptocurrency: (Worldwide)
2017-12-01,26
2017-12-02,23
2017-12-03,24
2017-12-04,30
2017-12-05,32
2017-12-06,37
2017-12-07,44
2017-12-08,42
2017-12-09,42
2017-12-10,36
2017-12-11,38
2017-12-12,59
2017-12-13,61
2017-12-14,54
2017-12-15,50
2017-12-16,48
2017-12-17,52
2017-12-18,49
2017-12-19,57
2017-12-20,56
2017-12-21,57
2017-12-22,79
2017-12-23,52
2017-12-24,46
2017-12-25,42
2017-12-26,42
2017-12-27,43
2017-12-28,46
2017-12-29,48
2017-12-30,56
2017-12-31,46
2018-01-01,45
2018-01-02,53
2018-01-03,63
2018-01-04,83
2018-01-05,69
2018-01-06,63
2018-01-07,61
2018-01-08,65
2018-01-09,62
2018-01-10,62
2018-01-11,68
2018-01-12,52
2018-01-13,47
2018-01-14,46
2018-01-15,42
2018-01-16,100
2018-01-17,89
2018-01-18,51
2018-01-19,42
2018-01-20,39
2018-01-21,37
2018-01-22,40
2018-01-23,36
2018-01-24,35
2018-01-25,33
2018-01-26,33
2018-01-27,30
2018-01-28,30
2018-01-29,30
2018-01-30,33
2018-01-31,33
2018-02-01,41
2018-02-02,49
2018-02-03,31
2018-02-04,29
2018-02-05,43
2018-02-06,48
2018-02-07,32
2018-02-08,29
2018-02-09,25
2018-02-10,26
2018-02-11,22
2018-02-12,21
2018-02-13,22
2018-02-14,22
2018-02-15,23
2018-02-16,19
2018-02-17,18
2018-02-18,21
2018-02-19,20
2018-02-20,24
2018-02-21,26
2018-02-22,21
2018-02-23,19
2018-02-24,16
2018-02-25,16
2018-02-26,16
2018-02-27,16
2018-02-28,16
2018-03-01,15
2018-03-02,14
2018-03-03,14
2018-03-04,13
2018-03-05,14
2018-03-06,16
2018-03-07,19
2018-03-08,17
2018-03-09,20
2018-03-10,14
2018-03-11,14
2018-03-12,15
2018-03-13,15
2018-03-14,19
2018-03-15,20
2018-03-16,14
2018-03-17,13
2018-03-18,21
2018-03-19,16
2018-03-20,14
2018-03-21,13
2018-03-22,13
2018-03-23,12
2018-03-24,11
2018-03-25,12
2018-03-26,14
2018-03-27,14
2018-03-28,13
2018-03-29,16
2018-03-30,16
2018-03-31,11
2018-04-01,12
2018-04-02,13
2018-04-03,12
2018-04-04,11
2018-04-05,15
2018-04-06,13
2018-04-07,10
2018-04-08,10
2018-04-09,13
2018-04-10,11
2018-04-11,10
2018-04-12,14
2018-04-13,13
2018-04-14,9
2018-04-15,10
2018-04-16,10
2018-04-17,13
2018-04-18,13
2018-04-19,12
2018-04-20,13
2018-04-21,11
2018-04-22,10
2018-04-23,12
2018-04-24,15
2018-04-25,15
2018-04-26,11
2018-04-27,10
2018-04-28,10
2018-04-29,10
2018-04-30,11
2018-05-01,11
2018-05-02,10
2018-05-03,11
2018-05-04,10
2018-05-05,10
2018-05-06,9
2018-05-07,11
2018-05-08,11
2018-05-09,11
2018-05-10,10
2018-05-11,13
2018-05-12,11
2018-05-13,8
2018-05-14,10
2018-05-15,10
2018-05-16,11
2018-05-17,9
2018-05-18,9
2018-05-19,7
2018-05-20,8
2018-05-21,9
2018-05-22,9
2018-05-23,12
2018-05-24,10
2018-05-25,9
2018-05-26,7
2018-05-27,8
2018-05-28,9
2018-05-29,9
2018-05-30,9
2018-05-31,9
2018-06-01,8
2018-06-02,8
2018-06-03,8
2018-06-04,8
2018-06-05,9
2018-06-06,8
2018-06-07,8
2018-06-08,7
2018-06-09,7
2018-06-10,10
2018-06-11,11
2018-06-12,10
2018-06-13,12
2018-06-14,9
2018-06-15,7
2018-06-16,6
2018-06-17,6
2018-06-18,8
2018-06-19,8
2018-06-20,8
2018-06-21,8
2018-06-22,10
2018-06-23,7
2018-06-24,9
2018-06-25,8
2018-06-26,8
2018-06-27,8
2018-06-28,8
2018-06-29,9
2018-06-30,8
2018-07-01,6
2018-07-02,7
2018-07-03,9
2018-07-04,7
2018-07-05,8
2018-07-06,6
2018-07-07,6
2018-07-08,7
2018-07-09,7
2018-07-10,7
2018-07-11,7
2018-07-12,7
2018-07-13,7
2018-07-14,5
2018-07-15,5
2018-07-16,8
2018-07-17,9
2018-07-18,10
2018-07-19,9
2018-07-20,9
2018-07-21,7
2018-07-22,7
2018-07-23,8
2018-07-24,8
2018-07-25,8
2018-07-26,7
2018-07-27,7
2018-07-28,7
2018-07-29,7
2018-07-30,7
2018-07-31,8
