Category: All categories

Day,cryptocurrency: (Worldwide)
2016-10-01,6
2016-10-02,7
2016-10-03,4
2016-10-04,6
2016-10-05,6
2016-10-06,5
2016-10-07,5
2016-10-08,6
2016-10-09,5
2016-10-10,6
2016-10-11,4
2016-10-12,6
2016-10-13,9
2016-10-14,6
2016-10-15,6
2016-10-16,5
2016-10-17,6
2016-10-18,7
2016-10-19,6
2016-10-20,7
2016-10-21,6
2016-10-22,5
2016-10-23,6
2016-10-24,7
2016-10-25,5
2016-10-26,7
2016-10-27,5
2016-10-28,7
2016-10-29,7
2016-10-30,6
2016-10-31,6
2016-11-01,8
2016-11-02,7
2016-11-03,7
2016-11-04,7
2016-11-05,7
2016-11-06,6
2016-11-07,7
2016-11-08,6
2016-11-09,7
2016-11-10,6
2016-11-11,7
2016-11-12,6
2016-11-13,5
2016-11-14,7
2016-11-15,6
2016-11-16,7
2016-11-17,6
2016-11-18,6
2016-11-19,6
2016-11-20,6
2016-11-21,6
2016-11-22,5
2016-11-23,7
2016-11-24,7
2016-11-25,5
2016-11-26,4
2016-11-27,6
2016-11-28,7
2016-11-29,7
2016-11-30,6
2016-12-01,6
2016-12-02,7
2016-12-03,5
2016-12-04,7
2016-12-05,7
2016-12-06,6
2016-12-07,8
2016-12-08,8
2016-12-09,6
2016-12-10,5
2016-12-11,7
2016-12-12,7
2016-12-13,8
2016-12-14,7
2016-12-15,6
2016-12-16,7
2016-12-17,5
2016-12-18,5
2016-12-19,6
2016-12-20,7
2016-12-21,6
2016-12-22,8
2016-12-23,10
2016-12-24,7
2016-12-25,6
2016-12-26,7
2016-12-27,8
2016-12-28,9
2016-12-29,8
2016-12-30,10
2016-12-31,8
2017-01-01,8
2017-01-02,12
2017-01-03,14
2017-01-04,13
2017-01-05,14
2017-01-06,13
2017-01-07,9
2017-01-08,10
2017-01-09,9
2017-01-10,8
2017-01-11,9
2017-01-12,8
2017-01-13,10
2017-01-14,7
2017-01-15,9
2017-01-16,7
2017-01-17,8
2017-01-18,6
2017-01-19,9
2017-01-20,10
2017-01-21,8
2017-01-22,6
2017-01-23,7
2017-01-24,6
2017-01-25,7
2017-01-26,8
2017-01-27,10
2017-01-28,5
2017-01-29,9
2017-01-30,9
2017-01-31,7
2017-02-01,9
2017-02-02,8
2017-02-03,6
2017-02-04,7
2017-02-05,7
2017-02-06,7
2017-02-07,7
2017-02-08,8
2017-02-09,8
2017-02-10,8
2017-02-11,8
2017-02-12,7
2017-02-13,6
2017-02-14,7
2017-02-15,7
2017-02-16,8
2017-02-17,8
2017-02-18,9
2017-02-19,6
2017-02-20,8
2017-02-21,8
2017-02-22,9
2017-02-23,9
2017-02-24,8
2017-02-25,9
2017-02-26,7
2017-02-27,9
2017-02-28,13
2017-03-01,10
2017-03-02,14
2017-03-03,13
2017-03-04,10
2017-03-05,13
2017-03-06,12
2017-03-07,11
2017-03-08,10
2017-03-09,10
2017-03-10,11
2017-03-11,12
2017-03-12,11
2017-03-13,14
2017-03-14,14
2017-03-15,17
2017-03-16,19
2017-03-17,19
2017-03-18,19
2017-03-19,15
2017-03-20,17
2017-03-21,15
2017-03-22,15
2017-03-23,12
2017-03-24,16
2017-03-25,16
2017-03-26,15
2017-03-27,16
2017-03-28,13
2017-03-29,15
2017-03-30,18
2017-03-31,16
2017-04-01,17
2017-04-02,17
2017-04-03,17
2017-04-04,18
2017-04-05,18
2017-04-06,13
2017-04-07,12
2017-04-08,16
2017-04-09,13
2017-04-10,14
2017-04-11,13
2017-04-12,17
2017-04-13,13
2017-04-14,14
2017-04-15,14
2017-04-16,16
2017-04-17,14
2017-04-18,12
2017-04-19,19
2017-04-20,14
2017-04-21,18
2017-04-22,15
2017-04-23,13
2017-04-24,16
2017-04-25,15
2017-04-26,17
2017-04-27,20
2017-04-28,20
2017-04-29,23
2017-04-30,26
2017-05-01,29
2017-05-02,24
2017-05-03,26
2017-05-04,37
2017-05-05,34
2017-05-06,34
2017-05-07,39
2017-05-08,46
2017-05-09,40
2017-05-10,38
2017-05-11,40
2017-05-12,34
2017-05-13,26
2017-05-14,31
2017-05-15,34
2017-05-16,38
2017-05-17,42
2017-05-18,42
2017-05-19,47
2017-05-20,45
2017-05-21,59
2017-05-22,71
2017-05-23,75
2017-05-24,96
2017-05-25,100
2017-05-26,70
2017-05-27,68
2017-05-28,62
2017-05-29,60
2017-05-30,64
2017-05-31,68
