Category: All categories

Day,xrp: (Worldwide)
2016-03-01,39
2016-03-02,54
2016-03-03,54
2016-03-04,50
2016-03-05,28
2016-03-06,22
2016-03-07,64
2016-03-08,43
2016-03-09,54
2016-03-10,20
2016-03-11,36
2016-03-12,46
2016-03-13,28
2016-03-14,44
2016-03-15,39
2016-03-16,34
2016-03-17,25
2016-03-18,31
2016-03-19,17
2016-03-20,45
2016-03-21,64
2016-03-22,44
2016-03-23,56
2016-03-24,57
2016-03-25,22
2016-03-26,6
2016-03-27,30
2016-03-28,36
2016-03-29,53
2016-03-30,59
2016-03-31,50
2016-04-01,41
2016-04-02,29
2016-04-03,45
2016-04-04,68
2016-04-05,45
2016-04-06,64
2016-04-07,25
2016-04-08,51
2016-04-09,23
2016-04-10,22
2016-04-11,63
2016-04-12,53
2016-04-13,35
2016-04-14,50
2016-04-15,41
2016-04-16,35
2016-04-17,23
2016-04-18,93
2016-04-19,34
2016-04-20,44
2016-04-21,45
2016-04-22,26
2016-04-23,34
2016-04-24,45
2016-04-25,58
2016-04-26,29
2016-04-27,49
2016-04-28,74
2016-04-29,32
2016-04-30,12
2016-05-01,46
2016-05-02,25
2016-05-03,35
2016-05-04,30
2016-05-05,46
2016-05-06,37
2016-05-07,23
2016-05-08,35
2016-05-09,45
2016-05-10,53
2016-05-11,44
2016-05-12,20
2016-05-13,46
2016-05-14,39
2016-05-15,39
2016-05-16,50
2016-05-17,34
2016-05-18,64
2016-05-19,45
2016-05-20,26
2016-05-21,24
2016-05-22,23
2016-05-23,34
2016-05-24,29
2016-05-25,45
2016-05-26,62
2016-05-27,32
2016-05-28,47
2016-05-29,29
2016-05-30,40
2016-05-31,55
2016-06-01,35
2016-06-02,25
2016-06-03,26
2016-06-04,53
2016-06-05,35
2016-06-06,50
2016-06-07,59
2016-06-08,45
2016-06-09,31
2016-06-10,31
2016-06-11,47
2016-06-12,40
2016-06-13,24
2016-06-14,69
2016-06-15,54
2016-06-16,65
2016-06-17,42
2016-06-18,53
2016-06-19,53
2016-06-20,49
2016-06-21,49
2016-06-22,40
2016-06-23,31
2016-06-24,63
2016-06-25,83
2016-06-26,53
2016-06-27,50
2016-06-28,66
2016-06-29,30
2016-06-30,51
2016-07-01,38
2016-07-02,36
2016-07-03,24
2016-07-04,43
2016-07-05,32
2016-07-06,43
2016-07-07,16
2016-07-08,17
2016-07-09,38
2016-07-10,37
2016-07-11,16
2016-07-12,31
2016-07-13,37
2016-07-14,41
2016-07-15,49
2016-07-16,49
2016-07-17,62
2016-07-18,37
2016-07-19,26
2016-07-20,43
2016-07-21,21
2016-07-22,11
2016-07-23,37
2016-07-24,43
2016-07-25,32
2016-07-26,32
2016-07-27,53
2016-07-28,38
2016-07-29,16
2016-07-30,49
2016-07-31,67
2016-08-01,37
2016-08-02,26
2016-08-03,37
2016-08-04,16
2016-08-05,46
2016-08-06,26
2016-08-07,13
2016-08-08,59
2016-08-09,22
2016-08-10,44
2016-08-11,67
2016-08-12,29
2016-08-13,70
2016-08-14,32
2016-08-15,52
2016-08-16,22
2016-08-17,33
2016-08-18,17
2016-08-19,29
2016-08-20,65
2016-08-21,25
2016-08-22,22
2016-08-23,33
2016-08-24,38
2016-08-25,42
2016-08-26,27
2016-08-27,49
2016-08-28,42
2016-08-29,26
2016-08-30,31
2016-08-31,26
2016-09-01,21
2016-09-02,43
2016-09-03,54
2016-09-04,47
2016-09-05,37
2016-09-06,57
2016-09-07,31
2016-09-08,58
2016-09-09,32
2016-09-10,24
2016-09-11,48
2016-09-12,63
2016-09-13,62
2016-09-14,46
2016-09-15,68
2016-09-16,75
2016-09-17,77
2016-09-18,69
2016-09-19,66
2016-09-20,69
2016-09-21,50
2016-09-22,41
2016-09-23,69
2016-09-24,53
2016-09-25,88
2016-09-26,64
2016-09-27,10
2016-09-28,96
2016-09-29,51
2016-09-30,53
2016-10-01,40
2016-10-02,28
2016-10-03,35
2016-10-04,20
2016-10-05,50
2016-10-06,50
2016-10-07,26
2016-10-08,35
2016-10-09,51
2016-10-10,93
2016-10-11,56
2016-10-12,46
2016-10-13,40
2016-10-14,37
2016-10-15,87
2016-10-16,74
2016-10-17,84
2016-10-18,40
2016-10-19,100
2016-10-20,49
2016-10-21,67
2016-10-22,35
2016-10-23,69
2016-10-24,74
2016-10-25,64
2016-10-26,50
2016-10-27,45
2016-10-28,11
2016-10-29,42
2016-10-30,46
2016-10-31,51
