Category: All categories

Day,bitcoin: (Worldwide)
2015-04-01,36
2015-04-02,32
2015-04-03,32
2015-04-04,32
2015-04-05,34
2015-04-06,33
2015-04-07,34
2015-04-08,36
2015-04-09,35
2015-04-10,33
2015-04-11,30
2015-04-12,30
2015-04-13,33
2015-04-14,34
2015-04-15,32
2015-04-16,30
2015-04-17,31
2015-04-18,31
2015-04-19,32
2015-04-20,31
2015-04-21,34
2015-04-22,35
2015-04-23,31
2015-04-24,31
2015-04-25,30
2015-04-26,30
2015-04-27,31
2015-04-28,31
2015-04-29,31
2015-04-30,34
2015-05-01,31
2015-05-02,28
2015-05-03,29
2015-05-04,28
2015-05-05,29
2015-05-06,33
2015-05-07,30
2015-05-08,31
2015-05-09,28
2015-05-10,28
2015-05-11,30
2015-05-12,30
2015-05-13,32
2015-05-14,41
2015-05-15,31
2015-05-16,31
2015-05-17,31
2015-05-18,30
2015-05-19,33
2015-05-20,36
2015-05-21,34
2015-05-22,31
2015-05-23,29
2015-05-24,32
2015-05-25,34
2015-05-26,32
2015-05-27,32
2015-05-28,28
2015-05-29,33
2015-05-30,39
2015-05-31,36
2015-06-01,33
2015-06-02,30
2015-06-03,32
2015-06-04,31
2015-06-05,29
2015-06-06,31
2015-06-07,31
2015-06-08,28
2015-06-09,30
2015-06-10,30
2015-06-11,29
2015-06-12,31
2015-06-13,26
2015-06-14,30
2015-06-15,30
2015-06-16,32
2015-06-17,35
2015-06-18,64
2015-06-19,35
2015-06-20,37
2015-06-21,32
2015-06-22,30
2015-06-23,31
2015-06-24,31
2015-06-25,33
2015-06-26,29
2015-06-27,32
2015-06-28,33
2015-06-29,37
2015-06-30,47
2015-07-01,36
2015-07-02,37
2015-07-03,36
2015-07-04,39
2015-07-05,39
2015-07-06,46
2015-07-07,41
2015-07-08,44
2015-07-09,40
2015-07-10,43
2015-07-11,38
2015-07-12,43
2015-07-13,41
2015-07-14,37
2015-07-15,36
2015-07-16,35
2015-07-17,34
2015-07-18,35
2015-07-19,34
2015-07-20,35
2015-07-21,36
2015-07-22,34
2015-07-23,31
2015-07-24,34
2015-07-25,33
2015-07-26,36
2015-07-27,37
2015-07-28,39
2015-07-29,33
2015-07-30,32
2015-07-31,32
2015-08-01,55
2015-08-02,43
2015-08-03,40
2015-08-04,40
2015-08-05,36
2015-08-06,33
2015-08-07,32
2015-08-08,32
2015-08-09,33
2015-08-10,34
2015-08-11,35
2015-08-12,33
2015-08-13,36
2015-08-14,31
2015-08-15,31
2015-08-16,33
2015-08-17,34
2015-08-18,38
2015-08-19,48
2015-08-20,41
2015-08-21,38
2015-08-22,36
2015-08-23,38
2015-08-24,45
2015-08-25,47
2015-08-26,37
2015-08-27,34
2015-08-28,36
2015-08-29,32
2015-08-30,34
2015-08-31,32
2015-09-01,31
2015-09-02,34
2015-09-03,31
2015-09-04,34
2015-09-05,31
2015-09-06,31
2015-09-07,30
2015-09-08,32
2015-09-09,33
2015-09-10,30
2015-09-11,29
2015-09-12,32
2015-09-13,33
2015-09-14,34
2015-09-15,31
2015-09-16,35
2015-09-17,33
2015-09-18,35
2015-09-19,30
2015-09-20,32
2015-09-21,31
2015-09-22,34
2015-09-23,35
2015-09-24,32
2015-09-25,33
2015-09-26,31
2015-09-27,32
2015-09-28,31
2015-09-29,32
2015-09-30,33
2015-10-01,29
2015-10-02,31
2015-10-03,29
2015-10-04,28
2015-10-05,31
2015-10-06,35
2015-10-07,31
2015-10-08,33
2015-10-09,31
2015-10-10,31
2015-10-11,30
2015-10-12,32
2015-10-13,32
2015-10-14,30
2015-10-15,32
2015-10-16,33
2015-10-17,34
2015-10-18,33
2015-10-19,32
2015-10-20,37
2015-10-21,37
2015-10-22,42
2015-10-23,37
2015-10-24,35
2015-10-25,36
2015-10-26,39
2015-10-27,41
2015-10-28,41
2015-10-29,47
2015-10-30,48
2015-10-31,41
2015-11-01,47
2015-11-02,52
2015-11-03,73
2015-11-04,100
2015-11-05,88
2015-11-06,62
2015-11-07,53
2015-11-08,47
2015-11-09,56
2015-11-10,51
2015-11-11,49
2015-11-12,45
2015-11-13,45
2015-11-14,36
2015-11-15,37
2015-11-16,39
2015-11-17,44
2015-11-18,42
2015-11-19,40
2015-11-20,43
2015-11-21,43
2015-11-22,38
2015-11-23,40
2015-11-24,40
2015-11-25,38
2015-11-26,42
2015-11-27,38
2015-11-28,35
2015-11-29,37
2015-11-30,43
