Average electricity cost assumption: 0.05 USD/kWh,,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1550361600,2019-02-17T00:00:00,6.2014167046285715,2.775121632954286,4.4675640607899165,54.36161883277406,24.32671623447727,39.1626665568844
1550448000,2019-02-18T00:00:00,6.429379920171429,2.8027898684514283,4.537608642119328,56.359944380222736,24.569255986845224,39.77667735681803
1550534400,2019-02-19T00:00:00,6.611749291028572,2.8802612951371427,4.663746613262184,57.95859428515645,25.248370513172198,40.88240281185631
1550620800,2019-02-20T00:00:00,6.4619478864,2.8166249044342857,4.560134668090756,56.64543517218241,24.69053391227095,39.974140500483564
1550707200,2019-02-21T00:00:00,6.318657048857143,2.7557542354,4.461025835033613,55.38934769028172,24.156941627516403,39.10535246990465
1550793600,2019-02-22T00:00:00,6.5466176816571435,2.85259305964,4.618697551433613,57.38765059740651,25.005830760804248,40.487502735867054
1550880000,2019-02-23T00:00:00,6.6694707473142865,2.8332247438514284,4.613019745085714,58.46458057095703,24.836048104601623,40.43773108542137
1550966400,2019-02-24T00:00:00,6.526614379885714,2.7725386399085714,4.514211418514285,57.21230165407818,24.30407371743854,39.571577294696226
1551052800,2019-02-25T00:00:00,6.450041724171429,2.7400101903371428,4.461249019228572,56.54106575408675,24.0189293284954,39.107308902557655
1551139200,2019-02-26T00:00:00,6.484392963257143,2.7546027696057145,4.4850084673428565,56.84218871591212,24.146847878363694,39.31558422472749
1551225600,2019-02-27T00:00:00,6.557602258285714,2.7857024466285716,4.535644557714286,57.48394139613258,24.419467647146057,39.75946019292343
1551312000,2019-02-28T00:00:00,6.761176364571428,2.8721817516571426,4.6764490394285705,59.26847201183315,25.177545235026518,40.99375227963086
1551398400,2019-03-01T00:00:00,6.762974768228572,2.8729457225828576,4.677692926971429,59.28423681829166,25.184242204161325,41.004656197831544
1551484800,2019-03-02T00:00:00,6.692795956285715,2.8431334100285715,4.629152906714286,58.66904935280058,24.92290747231046,40.57915438025743
1551571200,2019-03-03T00:00:00,6.752601524057143,2.868539116245714,4.670518147742857,59.19330495988491,25.14561389300993,40.94176208311388
1551657600,2019-03-04T00:00:00,6.713455982914285,2.851909893331429,4.643442662885714,58.85015514622663,24.999842124943303,40.70441838285616
1551744000,2019-03-05T00:00:00,6.635164900628572,2.8186514475028575,4.589291693171428,58.16385551891006,24.70829858881004,40.22973098234074
1551830400,2019-03-06T00:00:00,6.550348120457143,2.782620852365714,4.530627145942857,57.42035162392732,24.392454391837852,39.715477561335085
1551916800,2019-03-07T00:00:00,6.498153345085714,2.7604482490685713,4.494526001114285,56.96281222302137,24.198089351335096,39.39901492576782
1552003200,2019-03-08T00:00:00,6.393763794342858,2.7161030424742862,4.422323711457142,56.04773342120949,23.80935927032959,38.76608965463332
1552089600,2019-03-09T00:00:00,6.432909335485715,2.7327322653885715,4.449399196314285,56.39088323486777,23.955131038396217,39.00343335489102
1552176000,2019-03-10T00:00:00,6.367559410285715,2.7049712882285717,4.404199133714285,55.81802579056458,23.71177831261166,38.60720960613943
1552262400,2019-03-11T00:00:00,6.399729652628572,2.7186373691028574,4.426450069171429,56.10003013494206,23.831575177555646,38.80226130635674
1552348800,2019-03-12T00:00:00,6.360130187485715,2.7018153169885717,4.399060622314286,55.75290122349977,23.684113068721814,38.562165415207026
1552435200,2019-03-13T00:00:00,6.405371279485714,2.7210339605885716,4.430352168314285,56.149484635971774,23.852583698519418,38.83646710744303
1552521600,2019-03-14T00:00:00,6.489695227885714,2.7568551983085716,4.488675842514286,56.888668367646176,24.16659266837294,39.347732435480225
1552608000,2019-03-15T00:00:00,6.5348801197714295,2.7760499678171433,4.519928517028572,57.28475912991634,24.334854017885075,39.621693380272454
1552694400,2019-03-16T00:00:00,6.697469211942858,2.8451186325542857,4.6323852202571425,58.71001511189109,24.94030993297087,40.60748884077412
1552780800,2019-03-17T00:00:00,6.7623565669714285,2.8726831075771426,4.677265340628572,59.27881766607154,25.181940121021235,41.00090797595006
1552867200,2019-03-18T00:00:00,6.971938491085715,2.925317215068571,4.778702064871429,61.11601281285737,25.643330707291096,41.89010230066294
1552953600,2019-03-19T00:00:00,7.266690821314286,3.011193240171429,4.935533655454285,63.69981173964103,26.396119943342747,43.26488802371227
1553040000,2019-03-20T00:00:00,7.5219202074857145,3.0832186193085716,5.06854299644,65.93715253881977,27.027494416858936,44.43084790679303
1553126400,2019-03-21T00:00:00,7.519766771828571,3.0499757834628567,5.028396391699999,65.91827552184925,26.736087717835407,44.0789227696422
1553212800,2019-03-22T00:00:00,7.657615734685714,3.0721373679485713,5.080218149599999,67.12665953025497,26.93035616743718,44.53319229939359
1553299200,2019-03-23T00:00:00,7.617400609371428,3.022273573297143,5.013205034357142,66.77413374174994,26.493250143522754,43.9457553311747
1553385600,2019-03-24T00:00:00,7.777419412114285,3.0546055207314287,5.0812606556799995,68.17685856659382,26.776671994731707,44.542330907690875
1553472000,2019-03-25T00:00:00,7.7391122184,3.0395602519600007,5.05623322358,67.8410577064944,26.644785168681363,44.32294043790227
1553558400,2019-03-26T00:00:00,7.505317932685713,2.9477368233885715,4.90348722358,65.79161699792296,25.839860993824214,42.98396900190227
1553644800,2019-03-27T00:00:00,7.474424355771427,2.9356032755371433,4.88330336714,65.52080390269234,25.7334983133586,42.80703731634924
1553731200,2019-03-28T00:00:00,7.548249577371429,2.9645983595771432,4.93153597156,66.16795579523794,25.98766922005323,43.22984432669495
1553817600,2019-03-29T00:00:00,7.502528766857142,2.9466413698857146,4.9016649638,65.7671671702697,25.830258248418172,42.967995072670796
1553904000,2019-03-30T00:00:00,7.5103491857142854,2.9497128635714285,4.9067743175,65.83572096197143,25.857182962067146,43.012783667205
1553990400,2019-03-31T00:00:00,7.428794725028571,2.917682096982858,4.85349193032,65.12081455960046,25.576401262151723,42.545710261185114
1554076800,2019-04-01T00:00:00,7.339826647542858,2.8827396094742856,4.7953659674799995,64.34092039236069,25.27009541665159,42.03617807092968
1554163200,2019-04-02T00:00:00,7.5103491857142854,2.7763015492942857,4.835123034723928,65.83572096197143,24.33705938111371,42.38468852238996
1554249600,2019-04-03T00:00:00,7.458451530171429,2.59907547656,4.7364109605764275,65.38078611348274,22.783495627524957,41.51937848041297
1554336000,2019-04-04T00:00:00,7.413967491428571,2.4269700795857148,4.643455173283927,64.99083902986285,21.274819717648374,40.70452804900692
1554422400,2019-04-05T00:00:00,7.495521952114286,2.284485054477143,4.624629922090357,65.70574543223383,20.025795987546637,40.539505897044066
1554508800,2019-04-06T00:00:00,7.495650538971428,2.1309867247485714,4.561269566770713,65.70687262462354,18.680229629145977,39.984089022312084
1554595200,2019-04-07T00:00:00,7.512731549485715,1.9816209470914288,4.507941293656428,65.85660476279178,17.370889222203463,39.51661338019225
1554681600,2019-04-08T00:00:00,7.604065625142857,1.8536698814285713,4.4999236091071415,66.65723927000228,16.249270180602856,39.44633035743321
1554768000,2019-04-09T00:00:00,7.572923917200001,1.8090011597142859,4.409809227257499,66.3842510581752,15.857704166055429,38.65638768613923
1554854400,2019-04-10T00:00:00,7.790306524971429,1.8204219583571428,4.45807723948557,68.28982699789954,15.957818886958714,39.07950508133052
1554940800,2019-04-11T00:00:00,8.155096493314286,1.851758341,4.578008250953016,71.48757586039304,16.232513617206003,40.13082032785413
1555027200,2019-04-12T00:00:00,8.354790635485715,1.8396952328571428,4.61130495828172,73.23809471066777,16.126768411225715,40.422699264297556
1555113600,2019-04-13T00:00:00,8.549941875428571,1.8329609568571428,4.650906831246337,74.94879048000686,16.067735747809714,40.76984928270538
1555200000,2019-04-14T00:00:00,8.610098330914287,1.7985480997857142,4.6179290840426335,75.47612196879463,15.766072642721571,40.48076635071772
1555286400,2019-04-15T00:00:00,8.8270862292,1.7931144007857145,4.664832517462607,77.37823788516721,15.71844083728757,40.89192184807721
1555372800,2019-04-16T00:00:00,9.010854606514286,1.8166598598571428,4.763762732259009,78.98915148070422,15.924840331507713,41.75914411098247
1555459200,2019-04-17T00:00:00,8.993751519942858,1.7985480997857142,4.756445074985633,78.83922582381909,15.766072642721571,41.69499752732406
1555545600,2019-04-18T00:00:00,8.943947446800001,1.7840582357857142,4.739162184457672,78.4026433186488,15.63905449489757,41.54349570895596
1555632000,2019-04-19T00:00:00,8.9530276284,1.7858694687857142,4.743973533531746,78.48224019055439,15.65493176337557,41.58567199493929
1555718400,2019-04-20T00:00:00,8.916706902,1.778624536785714,4.72472813723545,78.16385270293199,15.59142268946357,41.41696685100596
1555804800,2019-04-21T00:00:00,9.2715054264,1.849396557,4.912726530555555,81.2740165678224,16.211810218662,43.06496076685001
1555891200,2019-04-22T00:00:00,9.164014705200001,1.8279552742142857,4.855770028505291,80.3317529057832,16.023855933762427,42.56568006987739
1555977600,2019-04-23T00:00:00,8.8941035928,1.7741158318571428,4.7127512390211646,77.96571209448481,15.551899382059714,41.31197736125953
1556064000,2019-04-24T00:00:00,9.111847947600001,1.8175495183571428,4.828128237632275,79.87445910866161,15.932639077918713,42.323372131084525
1556150400,2019-04-25T00:00:00,9.0492466956,1.8050623833571429,4.794957483002646,79.32569653362961,15.823176852508714,42.03259729600119
1556236800,2019-04-26T00:00:00,9.0315891996,1.8015402247857142,4.785601240939154,79.1709109236936,15.792301610471572,41.95058047807262
1556323200,2019-04-27T00:00:00,9.078287276400001,1.8108551373571429,4.810345321891534,79.5802662649224,15.873956134072715,42.1674870917012
1556409600,2019-04-28T00:00:00,9.0865160124,1.8124965316428572,4.814705512367725,79.65239936469841,15.888344596381286,42.20570852141548
1556496000,2019-04-29T00:00:00,9.3481926744,1.8646934398571429,4.953361083465609,81.94625698379039,16.345902693787714,43.42116325765953
1556582400,2019-04-30T00:00:00,9.5647512912,1.907890606,5.068109790740741,83.84460981865921,16.724569052196,44.42705042563334
1556668800,2019-05-01T00:00:00,9.6369384492,1.9222898513571427,5.106359864484127,84.47740244568719,16.850792836996714,44.76235057206787
1556755200,2019-05-02T00:00:00,10.006894419600002,1.9960853426428573,5.288907016364324,87.7204364822136,17.497684113607285,46.36255890544966
1556841600,2019-05-03T00:00:00,10.0159203144,1.997885747,5.282551646402589,87.79955747603039,17.513466458202,46.30684773236509
1556928000,2019-05-04T00:00:00,10.010971644,1.996898630714286,5.269930856760205,87.756177431304,17.50481339684143,46.19621389035995
1557014400,2019-05-05T00:00:00,9.768146787600001,1.9484621112142857,5.131292285022204,85.62757474010161,17.080218866904428,44.980908170504634
1557100800,2019-05-06T00:00:00,9.7347461196,1.9417996462142857,5.101921403016346,85.3347844844136,17.02181569871443,44.72344301884129
1557187200,2019-05-07T00:00:00,9.680422176000002,1.9309635942857142,5.06331909828751,84.858580794816,16.92682686750857,44.38505521558831
1557273600,2019-05-08T00:00:00,9.5843516832,1.9118003160000003,5.000663839285714,84.0164268549312,16.758841570056,43.83581921517857
1557360000,2019-05-09T00:00:00,9.3519413208,1.865441186142857,4.879403045280612,81.9791176181328,16.352457437728287,42.772847094929844
1557446400,2019-05-10T00:00:00,9.170294830800001,1.8292079772142855,4.78462845184949,80.38680448679281,16.034837128260428,41.94205300891263
1557532800,2019-05-11T00:00:00,9.1765463844,1.8304549809285713,4.787890218431123,80.4416056056504,16.045768362819857,41.970645654767225
1557619200,2019-05-12T00:00:00,9.452603334,1.8855203396428573,4.931923748405613,82.861520825844,16.528471297309288,43.233243578523606
1557705600,2019-05-13T00:00:00,9.604909237200001,1.9159009520714285,5.011389803890306,84.1966343732952,16.79478774585814,43.929843020902425
1557792000,2019-05-14T00:00:00,9.8428882824,1.963370872714286,5.135556074617347,86.28275868351841,17.21090907021343,45.018284550095665
1557878400,2019-05-15T00:00:00,9.814330568399999,1.9576744366428573,5.120656002869898,86.0324217625944,17.160974111611285,44.88767052115753
1557964800,2019-05-16T00:00:00,9.776252664,1.9500789985714289,5.1007887436224495,85.698630852624,17.09439250147714,44.7135141265944
1558051200,2019-05-17T00:00:00,10.0237547568,1.9994484911428572,5.229923692602041,87.8682341981088,17.527165473358284,45.84551108934949
1558137600,2019-05-18T00:00:00,10.243064857199998,2.0431944985,5.344349386160714,89.7907065382152,17.910642973851,46.84856671908482
1558224000,2019-05-19T00:00:00,10.291231534800001,2.052802354357143,5.369480492665817,90.21293563405679,17.994865438294717,47.068865998708546
1558310400,2019-05-20T00:00:00,10.2346789752,2.041521758142857,5.33997402742347,89.71719589660322,17.895979731880285,46.81021232439413
1558396800,2019-05-21T00:00:00,10.244733462,2.043527336785714,5.34521998565051,89.805333527892,17.913560634263572,46.85619839421237
1558483200,2019-05-22T00:00:00,10.416665472000002,2.077822788571429,5.434926020408164,91.312489527552,18.21419456461714,47.64256149489796
1558569600,2019-05-23T00:00:00,11.357275085828572,2.100719099,5.584508684761735,99.55787340237326,18.414903621834004,48.953803130621374
1558656000,2019-05-24T00:00:00,12.176536837714286,2.104623109714286,5.681575027975001,106.73952191940343,18.44912617975543,49.80468669522885
