Category: All categories

Day,crypto: (Worldwide)
2016-10-01,22
2016-10-02,22
2016-10-03,17
2016-10-04,31
2016-10-05,23
2016-10-06,29
2016-10-07,20
2016-10-08,20
2016-10-09,16
2016-10-10,28
2016-10-11,28
2016-10-12,31
2016-10-13,29
2016-10-14,25
2016-10-15,20
2016-10-16,21
2016-10-17,28
2016-10-18,27
2016-10-19,30
2016-10-20,28
2016-10-21,22
2016-10-22,20
2016-10-23,22
2016-10-24,28
2016-10-25,28
2016-10-26,29
2016-10-27,25
2016-10-28,28
2016-10-29,21
2016-10-30,22
2016-10-31,29
2016-11-01,27
2016-11-02,32
2016-11-03,27
2016-11-04,28
2016-11-05,21
2016-11-06,19
2016-11-07,27
2016-11-08,34
2016-11-09,28
2016-11-10,34
2016-11-11,33
2016-11-12,19
2016-11-13,24
2016-11-14,30
2016-11-15,34
2016-11-16,32
2016-11-17,24
2016-11-18,24
2016-11-19,23
2016-11-20,23
2016-11-21,30
2016-11-22,37
2016-11-23,31
2016-11-24,28
2016-11-25,27
2016-11-26,23
2016-11-27,27
2016-11-28,33
2016-11-29,33
2016-11-30,31
2016-12-01,33
2016-12-02,30
2016-12-03,21
2016-12-04,28
2016-12-05,31
2016-12-06,31
2016-12-07,34
2016-12-08,34
2016-12-09,25
2016-12-10,18
2016-12-11,22
2016-12-12,34
2016-12-13,28
2016-12-14,33
2016-12-15,32
2016-12-16,28
2016-12-17,18
2016-12-18,20
2016-12-19,34
2016-12-20,27
2016-12-21,24
2016-12-22,24
2016-12-23,25
2016-12-24,21
2016-12-25,18
2016-12-26,20
2016-12-27,25
2016-12-28,27
2016-12-29,25
2016-12-30,24
2016-12-31,22
2017-01-01,27
2017-01-02,23
2017-01-03,31
2017-01-04,31
2017-01-05,30
2017-01-06,34
2017-01-07,23
2017-01-08,21
2017-01-09,25
2017-01-10,34
2017-01-11,38
2017-01-12,32
2017-01-13,27
2017-01-14,22
2017-01-15,20
2017-01-16,30
2017-01-17,35
2017-01-18,30
2017-01-19,29
2017-01-20,28
2017-01-21,22
2017-01-22,26
2017-01-23,34
2017-01-24,32
2017-01-25,32
2017-01-26,36
2017-01-27,34
2017-01-28,26
2017-01-29,29
2017-01-30,33
2017-01-31,30
2017-02-01,29
2017-02-02,33
2017-02-03,27
2017-02-04,27
2017-02-05,23
2017-02-06,30
2017-02-07,33
2017-02-08,33
2017-02-09,29
2017-02-10,27
2017-02-11,24
2017-02-12,23
2017-02-13,30
2017-02-14,28
2017-02-15,34
2017-02-16,35
2017-02-17,28
2017-02-18,23
2017-02-19,25
2017-02-20,28
2017-02-21,31
2017-02-22,28
2017-02-23,32
2017-02-24,35
2017-02-25,34
2017-02-26,50
2017-02-27,39
2017-02-28,35
2017-03-01,33
2017-03-02,31
2017-03-03,35
2017-03-04,30
2017-03-05,25
2017-03-06,36
2017-03-07,38
2017-03-08,34
2017-03-09,30
2017-03-10,35
2017-03-11,30
2017-03-12,27
2017-03-13,46
2017-03-14,33
2017-03-15,40
2017-03-16,40
2017-03-17,39
2017-03-18,30
2017-03-19,27
2017-03-20,44
2017-03-21,41
2017-03-22,42
2017-03-23,41
2017-03-24,37
2017-03-25,32
2017-03-26,30
2017-03-27,41
2017-03-28,36
2017-03-29,42
2017-03-30,46
2017-03-31,37
2017-04-01,30
2017-04-02,37
2017-04-03,36
2017-04-04,42
2017-04-05,46
2017-04-06,39
2017-04-07,39
2017-04-08,34
2017-04-09,33
2017-04-10,31
2017-04-11,40
2017-04-12,41
2017-04-13,38
2017-04-14,35
2017-04-15,33
2017-04-16,27
2017-04-17,32
2017-04-18,36
2017-04-19,41
2017-04-20,33
2017-04-21,38
2017-04-22,27
2017-04-23,28
2017-04-24,36
2017-04-25,40
2017-04-26,41
2017-04-27,35
2017-04-28,40
2017-04-29,33
2017-04-30,38
2017-05-01,42
2017-05-02,44
2017-05-03,46
2017-05-04,54
2017-05-05,52
2017-05-06,40
2017-05-07,47
2017-05-08,51
2017-05-09,61
2017-05-10,64
2017-05-11,55
2017-05-12,55
2017-05-13,54
2017-05-14,49
2017-05-15,63
2017-05-16,55
2017-05-17,60
2017-05-18,54
2017-05-19,56
2017-05-20,57
2017-05-21,63
2017-05-22,100
2017-05-23,88
2017-05-24,94
2017-05-25,84
2017-05-26,71
2017-05-27,68
2017-05-28,63
2017-05-29,69
2017-05-30,75
2017-05-31,86
