Category: All categories

Day,crypto: (Worldwide)
2018-07-01,57
2018-07-02,63
2018-07-03,67
2018-07-04,69
2018-07-05,67
2018-07-06,61
2018-07-07,50
2018-07-08,60
2018-07-09,65
2018-07-10,66
2018-07-11,59
2018-07-12,67
2018-07-13,66
2018-07-14,51
2018-07-15,52
2018-07-16,70
2018-07-17,85
2018-07-18,96
2018-07-19,76
2018-07-20,73
2018-07-21,57
2018-07-22,59
2018-07-23,74
2018-07-24,80
2018-07-25,70
2018-07-26,75
2018-07-27,65
2018-07-28,61
2018-07-29,55
2018-07-30,65
2018-07-31,68
2018-08-01,68
2018-08-02,65
2018-08-03,68
2018-08-04,64
2018-08-05,56
2018-08-06,64
2018-08-07,75
2018-08-08,95
2018-08-09,69
2018-08-10,64
2018-08-11,72
2018-08-12,60
2018-08-13,82
2018-08-14,96
2018-08-15,73
2018-08-16,71
2018-08-17,67
2018-08-18,62
2018-08-19,60
2018-08-20,70
2018-08-21,64
2018-08-22,71
2018-08-23,67
2018-08-24,63
2018-08-25,53
2018-08-26,60
2018-08-27,63
2018-08-28,75
2018-08-29,69
2018-08-30,68
2018-08-31,65
2018-09-01,60
2018-09-02,60
2018-09-03,72
2018-09-04,70
2018-09-05,84
2018-09-06,86
2018-09-07,64
2018-09-08,65
2018-09-09,60
2018-09-10,68
2018-09-11,71
2018-09-12,80
2018-09-13,71
2018-09-14,65
2018-09-15,56
2018-09-16,57
2018-09-17,69
2018-09-18,73
2018-09-19,66
2018-09-20,66
2018-09-21,75
2018-09-22,62
2018-09-23,62
2018-09-24,61
2018-09-25,69
2018-09-26,68
2018-09-27,69
2018-09-28,71
2018-09-29,71
2018-09-30,56
2018-10-01,87
2018-10-02,83
2018-10-03,80
2018-10-04,71
2018-10-05,72
2018-10-06,65
2018-10-07,58
2018-10-08,69
2018-10-09,86
2018-10-10,83
2018-10-11,91
2018-10-12,68
2018-10-13,59
2018-10-14,49
2018-10-15,70
2018-10-16,75
2018-10-17,75
2018-10-18,67
2018-10-19,61
2018-10-20,52
2018-10-21,51
2018-10-22,65
2018-10-23,60
2018-10-24,66
2018-10-25,63
2018-10-26,58
2018-10-27,49
2018-10-28,49
2018-10-29,62
2018-10-30,63
2018-10-31,67
2018-11-01,63
2018-11-02,56
2018-11-03,51
2018-11-04,57
2018-11-05,65
2018-11-06,72
2018-11-07,65
2018-11-08,63
2018-11-09,61
2018-11-10,52
2018-11-11,44
2018-11-12,58
2018-11-13,63
2018-11-14,92
2018-11-15,75
2018-11-16,65
2018-11-17,57
2018-11-18,53
2018-11-19,88
2018-11-20,100
2018-11-21,71
2018-11-22,56
2018-11-23,55
2018-11-24,56
2018-11-25,75
2018-11-26,71
2018-11-27,69
2018-11-28,63
2018-11-29,63
2018-11-30,59
2018-12-01,52
2018-12-02,50
2018-12-03,59
2018-12-04,60
2018-12-05,64
2018-12-06,65
2018-12-07,75
2018-12-08,56
2018-12-09,57
2018-12-10,59
2018-12-11,60
2018-12-12,57
2018-12-13,60
2018-12-14,56
2018-12-15,55
2018-12-16,53
2018-12-17,66
2018-12-18,61
2018-12-19,72
2018-12-20,67
2018-12-21,60
2018-12-22,49
2018-12-23,54
2018-12-24,64
2018-12-25,51
2018-12-26,49
2018-12-27,51
2018-12-28,56
2018-12-29,51
2018-12-30,48
2018-12-31,50
2019-01-01,49
2019-01-02,58
2019-01-03,58
2019-01-04,57
2019-01-05,50
2019-01-06,57
2019-01-07,60
2019-01-08,60
2019-01-09,62
2019-01-10,69
2019-01-11,60
2019-01-12,48
2019-01-13,55
2019-01-14,59
2019-01-15,61
2019-01-16,55
2019-01-17,60
2019-01-18,53
2019-01-19,48
2019-01-20,45
2019-01-21,54
2019-01-22,54
2019-01-23,55
2019-01-24,53
2019-01-25,50
2019-01-26,47
2019-01-27,44
2019-01-28,57
2019-01-29,55
2019-01-30,53
2019-01-31,52
2019-02-01,52
2019-02-02,48
2019-02-03,44
2019-02-04,58
2019-02-05,67
2019-02-06,59
2019-02-07,55
2019-02-08,56
2019-02-09,50
2019-02-10,45
2019-02-11,56
2019-02-12,53
2019-02-13,50
2019-02-14,54
2019-02-15,53
2019-02-16,46
2019-02-17,46
2019-02-18,66
2019-02-19,61
2019-02-20,62
2019-02-21,51
2019-02-22,52
2019-02-23,49
2019-02-24,62
2019-02-25,56
2019-02-26,60
2019-02-27,57
2019-02-28,53
