Category: All categories

Day,crypto: (Worldwide)
2017-12-01,22
2017-12-02,21
2017-12-03,23
2017-12-04,32
2017-12-05,35
2017-12-06,43
2017-12-07,44
2017-12-08,38
2017-12-09,35
2017-12-10,31
2017-12-11,35
2017-12-12,52
2017-12-13,49
2017-12-14,52
2017-12-15,46
2017-12-16,44
2017-12-17,51
2017-12-18,50
2017-12-19,59
2017-12-20,56
2017-12-21,56
2017-12-22,68
2017-12-23,52
2017-12-24,44
2017-12-25,43
2017-12-26,43
2017-12-27,47
2017-12-28,47
2017-12-29,51
2017-12-30,53
2017-12-31,44
2018-01-01,46
2018-01-02,56
2018-01-03,69
2018-01-04,78
2018-01-05,74
2018-01-06,72
2018-01-07,71
2018-01-08,71
2018-01-09,71
2018-01-10,69
2018-01-11,73
2018-01-12,61
2018-01-13,58
2018-01-14,58
2018-01-15,53
2018-01-16,100
2018-01-17,83
2018-01-18,57
2018-01-19,49
2018-01-20,45
2018-01-21,45
2018-01-22,48
2018-01-23,43
2018-01-24,48
2018-01-25,45
2018-01-26,45
2018-01-27,38
2018-01-28,39
2018-01-29,41
2018-01-30,43
2018-01-31,42
2018-02-01,46
2018-02-02,57
2018-02-03,34
2018-02-04,33
2018-02-05,50
2018-02-06,52
2018-02-07,37
2018-02-08,32
2018-02-09,31
2018-02-10,29
2018-02-11,27
2018-02-12,28
2018-02-13,31
2018-02-14,29
2018-02-15,30
2018-02-16,28
2018-02-17,26
2018-02-18,25
2018-02-19,25
2018-02-20,27
2018-02-21,30
2018-02-22,27
2018-02-23,25
2018-02-24,22
2018-02-25,20
2018-02-26,24
2018-02-27,24
2018-02-28,23
2018-03-01,23
2018-03-02,21
2018-03-03,19
2018-03-04,18
2018-03-05,22
2018-03-06,21
2018-03-07,26
2018-03-08,24
2018-03-09,26
2018-03-10,19
2018-03-11,17
2018-03-12,20
2018-03-13,23
2018-03-14,25
2018-03-15,27
2018-03-16,18
2018-03-17,18
2018-03-18,23
2018-03-19,21
2018-03-20,20
2018-03-21,20
2018-03-22,19
2018-03-23,18
2018-03-24,16
2018-03-25,15
2018-03-26,19
2018-03-27,19
2018-03-28,18
2018-03-29,21
2018-03-30,21
2018-03-31,14
2018-04-01,16
2018-04-02,15
2018-04-03,18
2018-04-04,16
2018-04-05,18
2018-04-06,17
2018-04-07,14
2018-04-08,14
2018-04-09,17
2018-04-10,17
2018-04-11,16
2018-04-12,19
2018-04-13,20
2018-04-14,14
2018-04-15,15
2018-04-16,16
2018-04-17,20
2018-04-18,19
2018-04-19,19
2018-04-20,19
2018-04-21,16
2018-04-22,15
2018-04-23,19
2018-04-24,24
2018-04-25,21
2018-04-26,18
2018-04-27,18
2018-04-28,16
2018-04-29,19
2018-04-30,19
2018-05-01,19
2018-05-02,19
2018-05-03,19
2018-05-04,18
2018-05-05,16
2018-05-06,17
2018-05-07,18
2018-05-08,19
2018-05-09,17
2018-05-10,20
2018-05-11,22
2018-05-12,15
2018-05-13,16
2018-05-14,19
2018-05-15,19
2018-05-16,20
2018-05-17,17
2018-05-18,16
2018-05-19,14
2018-05-20,14
2018-05-21,16
2018-05-22,17
2018-05-23,19
2018-05-24,16
2018-05-25,15
2018-05-26,12
2018-05-27,13
2018-05-28,16
2018-05-29,16
2018-05-30,16
2018-05-31,16
2018-06-01,14
2018-06-02,14
2018-06-03,14
2018-06-04,15
2018-06-05,16
2018-06-06,15
2018-06-07,14
2018-06-08,13
2018-06-09,12
2018-06-10,15
2018-06-11,18
2018-06-12,16
2018-06-13,19
2018-06-14,14
2018-06-15,13
2018-06-16,10
2018-06-17,11
2018-06-18,14
2018-06-19,13
2018-06-20,14
2018-06-21,13
2018-06-22,15
2018-06-23,12
2018-06-24,13
2018-06-25,15
2018-06-26,14
2018-06-27,13
2018-06-28,12
2018-06-29,14
2018-06-30,12
2018-07-01,11
2018-07-02,12
2018-07-03,13
2018-07-04,13
2018-07-05,13
2018-07-06,12
2018-07-07,10
2018-07-08,11
2018-07-09,12
2018-07-10,13
2018-07-11,11
2018-07-12,13
2018-07-13,13
2018-07-14,10
2018-07-15,10
2018-07-16,13
2018-07-17,16
2018-07-18,18
2018-07-19,15
2018-07-20,14
2018-07-21,11
2018-07-22,11
2018-07-23,14
2018-07-24,15
2018-07-25,13
2018-07-26,14
2018-07-27,12
2018-07-28,12
2018-07-29,10
2018-07-30,12
2018-07-31,13
