Category: All categories

Day,ripple: (Worldwide)
2018-07-01,23
2018-07-02,27
2018-07-03,27
2018-07-04,23
2018-07-05,24
2018-07-06,24
2018-07-07,20
2018-07-08,24
2018-07-09,23
2018-07-10,22
2018-07-11,20
2018-07-12,23
2018-07-13,21
2018-07-14,22
2018-07-15,20
2018-07-16,25
2018-07-17,28
2018-07-18,29
2018-07-19,26
2018-07-20,24
2018-07-21,23
2018-07-22,22
2018-07-23,24
2018-07-24,26
2018-07-25,24
2018-07-26,26
2018-07-27,23
2018-07-28,20
2018-07-29,20
2018-07-30,29
2018-07-31,24
2018-08-01,27
2018-08-02,23
2018-08-03,22
2018-08-04,20
2018-08-05,22
2018-08-06,21
2018-08-07,25
2018-08-08,28
2018-08-09,25
2018-08-10,24
2018-08-11,27
2018-08-12,22
2018-08-13,25
2018-08-14,29
2018-08-15,25
2018-08-16,25
2018-08-17,28
2018-08-18,23
2018-08-19,24
2018-08-20,28
2018-08-21,30
2018-08-22,28
2018-08-23,26
2018-08-24,26
2018-08-25,27
2018-08-26,26
2018-08-27,26
2018-08-28,27
2018-08-29,27
2018-08-30,25
2018-08-31,25
2018-09-01,22
2018-09-02,23
2018-09-03,22
2018-09-04,26
2018-09-05,24
2018-09-06,28
2018-09-07,25
2018-09-08,20
2018-09-09,21
2018-09-10,24
2018-09-11,27
2018-09-12,25
2018-09-13,25
2018-09-14,24
2018-09-15,24
2018-09-16,23
2018-09-17,26
2018-09-18,36
2018-09-19,36
2018-09-20,51
2018-09-21,100
2018-09-22,58
2018-09-23,44
2018-09-24,44
2018-09-25,41
2018-09-26,43
2018-09-27,38
2018-09-28,34
2018-09-29,34
2018-09-30,40
2018-10-01,47
2018-10-02,43
2018-10-03,34
2018-10-04,33
2018-10-05,29
2018-10-06,30
2018-10-07,28
2018-10-08,28
2018-10-09,27
2018-10-10,29
2018-10-11,31
2018-10-12,29
2018-10-13,26
2018-10-14,23
2018-10-15,30
2018-10-16,30
2018-10-17,31
2018-10-18,24
2018-10-19,24
2018-10-20,23
2018-10-21,22
2018-10-22,25
2018-10-23,28
2018-10-24,26
2018-10-25,26
2018-10-26,24
2018-10-27,22
2018-10-28,23
2018-10-29,25
2018-10-30,24
2018-10-31,24
2018-11-01,27
2018-11-02,26
2018-11-03,20
2018-11-04,26
2018-11-05,30
2018-11-06,43
2018-11-07,30
2018-11-08,25
2018-11-09,26
2018-11-10,24
2018-11-11,21
2018-11-12,27
2018-11-13,29
2018-11-14,31
2018-11-15,29
2018-11-16,27
2018-11-17,26
2018-11-18,28
2018-11-19,29
2018-11-20,36
2018-11-21,29
2018-11-22,27
2018-11-23,23
2018-11-24,24
2018-11-25,28
2018-11-26,28
2018-11-27,27
2018-11-28,30
2018-11-29,26
2018-11-30,24
2018-12-01,22
2018-12-02,23
2018-12-03,25
2018-12-04,23
2018-12-05,25
2018-12-06,23
2018-12-07,26
2018-12-08,24
2018-12-09,24
2018-12-10,24
2018-12-11,24
2018-12-12,25
2018-12-13,24
2018-12-14,24
2018-12-15,24
2018-12-16,25
2018-12-17,26
2018-12-18,28
2018-12-19,30
2018-12-20,25
2018-12-21,26
2018-12-22,24
2018-12-23,27
2018-12-24,31
2018-12-25,25
2018-12-26,24
2018-12-27,24
2018-12-28,25
2018-12-29,24
2018-12-30,23
2018-12-31,22
2019-01-01,21
2019-01-02,25
2019-01-03,25
2019-01-04,25
2019-01-05,23
2019-01-06,22
2019-01-07,23
2019-01-08,24
2019-01-09,23
2019-01-10,24
2019-01-11,21
2019-01-12,20
2019-01-13,21
2019-01-14,20
2019-01-15,22
2019-01-16,21
2019-01-17,21
2019-01-18,19
2019-01-19,20
2019-01-20,20
2019-01-21,20
2019-01-22,19
2019-01-23,19
2019-01-24,20
2019-01-25,19
2019-01-26,16
2019-01-27,20
2019-01-28,20
2019-01-29,21
2019-01-30,25
2019-01-31,22
2019-02-01,19
2019-02-02,21
2019-02-03,20
2019-02-04,20
2019-02-05,20
2019-02-06,19
2019-02-07,20
2019-02-08,22
2019-02-09,21
2019-02-10,20
2019-02-11,19
2019-02-12,20
2019-02-13,19
2019-02-14,20
2019-02-15,19
2019-02-16,17
2019-02-17,18
2019-02-18,21
2019-02-19,23
2019-02-20,22
2019-02-21,21
2019-02-22,19
2019-02-23,21
2019-02-24,22
2019-02-25,22
2019-02-26,23
2019-02-27,26
2019-02-28,21
