Category: All categories

Day,ripple: (Worldwide)
2015-08-01,77
2015-08-02,81
2015-08-03,68
2015-08-04,84
2015-08-05,80
2015-08-06,66
2015-08-07,63
2015-08-08,74
2015-08-09,57
2015-08-10,86
2015-08-11,83
2015-08-12,73
2015-08-13,74
2015-08-14,68
2015-08-15,75
2015-08-16,69
2015-08-17,74
2015-08-18,67
2015-08-19,71
2015-08-20,72
2015-08-21,72
2015-08-22,64
2015-08-23,70
2015-08-24,75
2015-08-25,79
2015-08-26,69
2015-08-27,61
2015-08-28,75
2015-08-29,66
2015-08-30,59
2015-08-31,71
2015-09-01,69
2015-09-02,70
2015-09-03,73
2015-09-04,64
2015-09-05,62
2015-09-06,70
2015-09-07,90
2015-09-08,70
2015-09-09,75
2015-09-10,62
2015-09-11,73
2015-09-12,73
2015-09-13,63
2015-09-14,71
2015-09-15,72
2015-09-16,75
2015-09-17,73
2015-09-18,72
2015-09-19,59
2015-09-20,66
2015-09-21,64
2015-09-22,74
2015-09-23,76
2015-09-24,82
2015-09-25,83
2015-09-26,73
2015-09-27,74
2015-09-28,76
2015-09-29,70
2015-09-30,92
2015-10-01,81
2015-10-02,79
2015-10-03,74
2015-10-04,67
2015-10-05,77
2015-10-06,85
2015-10-07,85
2015-10-08,84
2015-10-09,80
2015-10-10,71
2015-10-11,69
2015-10-12,87
2015-10-13,76
2015-10-14,81
2015-10-15,90
2015-10-16,68
2015-10-17,76
2015-10-18,76
2015-10-19,87
2015-10-20,62
2015-10-21,71
2015-10-22,77
2015-10-23,64
2015-10-24,75
2015-10-25,72
2015-10-26,68
2015-10-27,85
2015-10-28,72
2015-10-29,77
2015-10-30,75
2015-10-31,62
2015-11-01,57
2015-11-02,72
2015-11-03,77
2015-11-04,78
2015-11-05,78
2015-11-06,73
2015-11-07,64
2015-11-08,71
2015-11-09,69
2015-11-10,81
2015-11-11,74
2015-11-12,75
2015-11-13,65
2015-11-14,59
2015-11-15,63
2015-11-16,73
2015-11-17,75
2015-11-18,82
2015-11-19,70
2015-11-20,67
2015-11-21,66
2015-11-22,67
2015-11-23,66
2015-11-24,71
2015-11-25,67
2015-11-26,64
2015-11-27,65
2015-11-28,69
2015-11-29,68
2015-11-30,70
2015-12-01,70
2015-12-02,67
2015-12-03,86
2015-12-04,83
2015-12-05,63
2015-12-06,73
2015-12-07,76
2015-12-08,80
2015-12-09,72
2015-12-10,81
2015-12-11,77
2015-12-12,93
2015-12-13,71
2015-12-14,83
2015-12-15,86
2015-12-16,79
2015-12-17,76
2015-12-18,73
2015-12-19,69
2015-12-20,81
2015-12-21,79
2015-12-22,86
2015-12-23,91
2015-12-24,97
2015-12-25,64
2015-12-26,65
2015-12-27,53
2015-12-28,71
2015-12-29,80
2015-12-30,72
2015-12-31,80
2016-01-01,66
2016-01-02,65
2016-01-03,63
2016-01-04,64
2016-01-05,78
2016-01-06,66
2016-01-07,66
2016-01-08,74
2016-01-09,56
2016-01-10,70
2016-01-11,72
2016-01-12,77
2016-01-13,70
2016-01-14,64
2016-01-15,80
2016-01-16,73
2016-01-17,60
2016-01-18,66
2016-01-19,71
2016-01-20,75
2016-01-21,66
2016-01-22,63
2016-01-23,69
2016-01-24,62
2016-01-25,68
2016-01-26,75
2016-01-27,73
2016-01-28,70
2016-01-29,77
2016-01-30,76
2016-01-31,55
2016-02-01,71
2016-02-02,72
2016-02-03,69
2016-02-04,67
2016-02-05,80
2016-02-06,70
2016-02-07,67
2016-02-08,78
2016-02-09,78
2016-02-10,67
2016-02-11,100
2016-02-12,95
2016-02-13,78
2016-02-14,78
2016-02-15,72
2016-02-16,79
2016-02-17,81
2016-02-18,73
2016-02-19,72
2016-02-20,60
2016-02-21,66
2016-02-22,73
2016-02-23,79
2016-02-24,88
2016-02-25,79
2016-02-26,71
2016-02-27,71
2016-02-28,74
2016-02-29,78
2016-03-01,92
2016-03-02,92
2016-03-03,73
2016-03-04,81
2016-03-05,81
2016-03-06,66
2016-03-07,70
2016-03-08,69
2016-03-09,77
2016-03-10,58
2016-03-11,80
2016-03-12,75
2016-03-13,77
2016-03-14,72
2016-03-15,86
2016-03-16,75
2016-03-17,76
2016-03-18,76
2016-03-19,59
2016-03-20,77
2016-03-21,74
2016-03-22,76
2016-03-23,62
2016-03-24,72
2016-03-25,67
2016-03-26,55
2016-03-27,68
2016-03-28,70
2016-03-29,68
2016-03-30,85
2016-03-31,66
