Category: All categories

Day,ripple: (Worldwide)
2019-02-01,45
2019-02-02,49
2019-02-03,48
2019-02-04,48
2019-02-05,47
2019-02-06,46
2019-02-07,49
2019-02-08,52
2019-02-09,51
2019-02-10,47
2019-02-11,46
2019-02-12,47
2019-02-13,46
2019-02-14,48
2019-02-15,46
2019-02-16,40
2019-02-17,43
2019-02-18,51
2019-02-19,56
2019-02-20,52
2019-02-21,50
2019-02-22,45
2019-02-23,50
2019-02-24,52
2019-02-25,54
2019-02-26,54
2019-02-27,61
2019-02-28,51
2019-03-01,54
2019-03-02,49
2019-03-03,48
2019-03-04,43
2019-03-05,45
2019-03-06,51
2019-03-07,47
2019-03-08,49
2019-03-09,47
2019-03-10,44
2019-03-11,43
2019-03-12,46
2019-03-13,51
2019-03-14,52
2019-03-15,41
2019-03-16,44
2019-03-17,44
2019-03-18,43
2019-03-19,44
2019-03-20,44
2019-03-21,48
2019-03-22,42
2019-03-23,43
2019-03-24,40
2019-03-25,43
2019-03-26,42
2019-03-27,45
2019-03-28,41
2019-03-29,46
2019-03-30,41
2019-03-31,42
2019-04-01,47
2019-04-02,71
2019-04-03,68
2019-04-04,55
2019-04-05,60
2019-04-06,46
2019-04-07,51
2019-04-08,54
2019-04-09,47
2019-04-10,50
2019-04-11,50
2019-04-12,45
2019-04-13,43
2019-04-14,47
2019-04-15,41
2019-04-16,47
2019-04-17,55
2019-04-18,45
2019-04-19,44
2019-04-20,45
2019-04-21,45
2019-04-22,45
2019-04-23,50
2019-04-24,52
2019-04-25,44
2019-04-26,47
2019-04-27,42
2019-04-28,43
2019-04-29,42
2019-04-30,45
2019-05-01,49
2019-05-02,46
2019-05-03,43
2019-05-04,40
2019-05-05,45
2019-05-06,39
2019-05-07,49
2019-05-08,47
2019-05-09,49
2019-05-10,45
2019-05-11,55
2019-05-12,60
2019-05-13,55
2019-05-14,95
2019-05-15,100
2019-05-16,72
2019-05-17,62
2019-05-18,56
2019-05-19,58
2019-05-20,56
2019-05-21,56
2019-05-22,52
2019-05-23,44
2019-05-24,50
2019-05-25,43
2019-05-26,48
2019-05-27,63
2019-05-28,66
2019-05-29,61
2019-05-30,66
2019-05-31,54
2019-06-01,50
2019-06-02,52
2019-06-03,56
2019-06-04,53
2019-06-05,56
2019-06-06,56
2019-06-07,51
2019-06-08,49
2019-06-09,58
2019-06-10,51
2019-06-11,53
2019-06-12,45
2019-06-13,50
2019-06-14,50
2019-06-15,50
2019-06-16,51
2019-06-17,65
2019-06-18,72
2019-06-19,57
2019-06-20,59
2019-06-21,53
2019-06-22,78
2019-06-23,67
2019-06-24,70
2019-06-25,65
2019-06-26,84
2019-06-27,71
2019-06-28,59
2019-06-29,47
2019-06-30,56
2019-07-01,50
2019-07-02,54
2019-07-03,47
2019-07-04,52
2019-07-05,49
2019-07-06,53
2019-07-07,59
2019-07-08,49
2019-07-09,52
2019-07-10,53
2019-07-11,54
2019-07-12,45
2019-07-13,50
2019-07-14,48
2019-07-15,48
2019-07-16,48
2019-07-17,51
2019-07-18,46
2019-07-19,41
2019-07-20,47
2019-07-21,49
2019-07-22,40
2019-07-23,45
2019-07-24,41
2019-07-25,43
2019-07-26,39
2019-07-27,39
2019-07-28,46
2019-07-29,43
2019-07-30,43
2019-07-31,44
2019-08-01,41
2019-08-02,42
2019-08-03,44
2019-08-04,41
2019-08-05,48
2019-08-06,48
2019-08-07,45
2019-08-08,45
2019-08-09,50
2019-08-10,46
2019-08-11,45
2019-08-12,42
2019-08-13,46
2019-08-14,47
2019-08-15,44
2019-08-16,47
2019-08-17,47
2019-08-18,58
2019-08-19,46
2019-08-20,43
2019-08-21,42
2019-08-22,42
2019-08-23,44
2019-08-24,43
2019-08-25,42
2019-08-26,42
2019-08-27,46
2019-08-28,45
2019-08-29,45
2019-08-30,42
2019-08-31,42
2019-09-01,36
2019-09-02,40
2019-09-03,43
2019-09-04,48
2019-09-05,40
2019-09-06,44
2019-09-07,57
2019-09-08,42
2019-09-09,40
2019-09-10,42
2019-09-11,43
2019-09-12,48
2019-09-13,40
2019-09-14,40
2019-09-15,44
2019-09-16,48
2019-09-17,59
2019-09-18,68
2019-09-19,47
2019-09-20,45
2019-09-21,44
2019-09-22,41
2019-09-23,43
2019-09-24,56
2019-09-25,54
2019-09-26,45
2019-09-27,44
2019-09-28,44
2019-09-29,43
2019-09-30,43
